Problem,Makespan_baseline,Makespan_algo,Gap_%,Feasible,AllServed,Construction_s,TS_s,Penalty_TW,Penalty_Cap,Penalty_Range,Penalty_Wait,Truck_paths,Drone_paths,Truck_working_time,Drone_working_time
12.5.3,1011.0698,1011.0698,-0.0,True,True,0.005,6.813,0.0,0.0,0.0,0.0,"[[[0, 7, 6, 4, 3, 12, 10, 0]]]","[[[0, 11, 1, 9, 2, 0], [0, 5, 8, 0]]]",[1008.4672],[1011.0698]
12.5.4,925.822,925.822,-0.0,True,True,0.005,7.361,0.0,0.0,0.0,0.0,"[[[0, 1, 5, 10, 3, 4, 0]]]","[[[0, 9, 8, 0], [0, 6, 7, 2, 12, 0], [0, 11, 0]]]",[894.6041],[925.822]
12.10.1,1669.857,1669.857,0.0,True,True,0.005,7.03,0.0,0.0,0.0,0.0,"[[[0, 4, 8, 6, 10, 5, 0]]]","[[[0, 1, 9, 0], [0, 7, 3, 11, 0], [0, 12, 2, 0]]]",[1590.2263],[1669.857]
12.10.2,1670.9122,1670.9122,-0.0,True,True,0.005,9.848,0.0,0.0,0.0,0.0,"[[[0, 12, 7, 1, 11, 3, 0]]]","[[[0, 8, 10, 2, 0], [0, 5, 6, 9, 0], [0, 4, 0]]]",[1623.4795],[1670.9122]
12.10.3,1788.4913,1788.4913,0.0,True,True,0.007,6.532,0.0,0.0,0.0,0.0,"[[[0, 7, 6, 3, 2, 0]]]","[[[0, 1, 8, 12, 0], [0, 11, 4, 9, 0], [0, 10, 5, 0]]]",[1783.6117],[1788.4913]
12.10.4,1719.9583,1719.9583,-0.0,True,True,0.013,7.207,0.0,0.0,0.0,0.0,"[[[0, 10, 9, 2, 8, 12, 0]]]","[[[0, 5, 4, 0], [0, 7, 1, 11, 0], [0, 6, 3, 0]]]",[1659.855],[1719.9583]
12.20.1,8240.6221,8210.5584,-0.3648,True,True,0.003,4.871,0.0,0.0,0.0,0.0,"[[[0, 4, 11, 7, 2, 12, 10, 6, 9, 0]]]","[[[0, 5, 1, 0], [0, 8, 3, 0]]]",[8210.5584],[1222.7355]
12.20.2,8615.0909,8615.0739,-0.0002,True,True,0.003,5.296,0.0,0.0,0.0,0.0,"[[[0, 9, 3, 7, 8, 1, 4, 2, 12, 5, 11, 0]]]","[[[0, 6, 0], [0, 10, 0]]]",[8615.0739],[1162.186]
12.20.3,5974.0297,5973.0139,-0.017,True,True,0.004,5.254,0.0,0.0,0.0,0.0,"[[[0, 8, 9, 11, 3, 5, 4, 7, 0]]]","[[[0, 6, 12, 0], [0, 1, 10, 0], [0, 2, 0]]]",[5973.0139],[1869.0458]
12.20.4,7417.9968,7400.5139,-0.2357,True,True,0.003,4.72,0.0,0.0,0.0,0.0,"[[[0, 2, 10, 5, 7, 11, 12, 6, 8, 1, 4, 0]]]","[[[0, 3, 9, 0]]]",[7400.5139],[432.3708]
20.5.1,626.0038,641.1789,2.4241,True,True,0.019,49.318,0.0,0.0,0.0,0.0,"[[[0, 17, 6, 20, 0]], [[0, 18, 10, 1, 9, 12, 0]]]","[[[0, 7, 5, 3, 16, 0], [0, 19, 15, 0]], [[0, 4, 2, 8, 14, 13, 0], [0, 11, 0]]]","[612.9445, 641.1789]","[614.379, 625.0865]"
20.5.2,711.9603,712.107,0.0206,True,True,0.019,34.093,0.0,0.0,0.0,0.0,"[[[0, 18, 15, 12, 7, 0]], [[0, 20, 4, 17, 1, 0]]]","[[[0, 13, 8, 9, 0], [0, 2, 6, 5, 0]], [[0, 14, 3, 16, 0], [0, 11, 10, 19, 0]]]","[712.107, 701.6214]","[654.8185, 662.8441]"
20.5.3,499.8123,499.8123,-0.0,True,True,0.019,65.564,0.0,0.0,0.0,0.0,"[[[0, 18, 6, 1, 4, 12, 11, 16, 0]], [[0, 14, 7, 20, 0]]]","[[[0, 2, 17, 10, 13, 0]], [[0, 15, 5, 9, 8, 3, 0], [0, 19, 0]]]","[471.2515, 499.8123]","[424.683, 480.2603]"
20.5.4,518.3642,562.546,8.5233,True,True,0.02,60.427,0.0,0.0,0.0,0.0,"[[[0, 8, 17, 10, 3, 0]], [[0, 18, 12, 1, 15, 14, 0]]]","[[[0, 20, 5, 13, 0], [0, 11, 16, 7, 2, 0]], [[0, 4, 9, 0], [0, 6, 19, 0]]]","[554.2709, 558.8454]","[562.546, 525.7828]"
20.10.1,1190.692,1441.3298,21.0498,False,True,0.021,30.764,24.553,0.0,0.0,0.0,"[[[0, 9, 5, 0]], [[0, 11, 3, 1, 6, 0]]]","[[[0, 4, 0], [0, 15, 13, 17, 18, 0], [0, 10, 7, 0]], [[0, 19, 16, 0], [0, 12, 2, 0], [0, 20, 14, 8, 0]]]","[1433.0786, 1380.5639]","[1420.6306, 1441.3298]"
20.10.2,1254.6043,1294.7992,3.2038,True,True,0.025,48.816,0.0,0.0,0.0,0.0,"[[[0, 11, 20, 2, 8, 0]], [[0, 1, 19, 5, 0]]]","[[[0, 16, 4, 7, 18, 0], [0, 13, 6, 15, 0], [0, 14, 0]], [[0, 17, 9, 12, 0], [0, 3, 10, 0]]]","[1236.3206, 1294.7992]","[1257.5127, 1270.5265]"
20.10.3,1206.1755,1279.0299,6.0401,False,True,0.034,31.637,275.2079,0.0,0.0,0.0,"[[[0, 18, 14, 4, 0]], [[0, 9, 19, 7, 0]]]","[[[0, 17, 2, 3, 6, 0], [0, 15, 13, 11, 0]], [[0, 10, 16, 5, 12, 0], [0, 1, 20, 8, 0]]]","[1279.0299, 1206.1755]","[1196.9521, 1229.4712]"
20.10.4,1325.8548,1372.2721,3.5009,True,True,0.027,28.179,0.0,0.0,0.0,0.0,"[[[0, 7, 13, 11, 1, 5, 4, 16, 15, 0]], [[0, 6, 2, 8, 14, 0]]]","[[[0, 10, 0], [0, 12, 18, 17, 0]], [[0, 9, 3, 20, 0], [0, 19, 0]]]","[1288.3164, 1109.7214]","[1270.267, 1372.2721]"
20.20.1,4375.9962,4375.9962,0.0,True,True,0.015,22.661,0.0,0.0,0.0,0.0,"[[[0, 1, 17, 10, 16, 6, 11, 4, 3, 19, 0]], [[0, 14, 20, 13, 8, 18, 12, 7, 0]]]","[[[0, 5, 0], [0, 2, 0], [0, 9, 0]], [[0, 15, 0]]]","[4375.9962, 4317.2259]","[1828.3457, 786.1365]"
20.20.2,4041.3119,4041.3119,0.0,True,True,0.014,21.332,0.0,0.0,0.0,0.0,"[[[0, 6, 10, 15, 20, 12, 0]], [[0, 9, 14, 7, 11, 3, 18, 16, 0]]]","[[[0, 4, 0], [0, 1, 0], [0, 17, 8, 0]], [[0, 19, 2, 5, 0], [0, 13, 0]]]","[4041.3119, 3934.2704]","[2240.8502, 1281.1379]"
20.20.3,5069.655,5670.5446,11.8527,True,True,0.014,20.718,0.0,0.0,0.0,0.0,"[[[0, 16, 20, 14, 8, 3, 9, 12, 0]], [[0, 11, 2, 10, 5, 13, 15, 6, 19, 4, 0]]]","[[[0, 17, 0], [0, 1, 18, 0]], [[0, 7, 0]]]","[5670.5446, 5561.8932]","[1162.8147, 550.7954]"
20.20.4,4371.3015,4371.3015,0.0,True,True,0.013,22.057,0.0,0.0,0.0,0.0,"[[[0, 8, 5, 7, 15, 6, 19, 16, 12, 0]], [[0, 2, 14, 11, 17, 0]]]","[[[0, 9, 13, 0], [0, 4, 10, 0], [0, 20, 18, 0]], [[0, 3, 0], [0, 1, 0]]]","[4370.3522, 4371.3015]","[1860.7257, 1263.8962]"
50.10.1,1893.3764,2462.279,30.047,False,True,0.167,120.055,1073.5059,0.0,0.0,0.0,"[[[0, 40, 45, 26, 39, 36, 37, 31, 0]], [[0, 9, 27, 42, 24, 13, 25, 49, 19, 41, 0]], [[0, 34, 7, 18, 11, 20, 15, 0]]]","[[[0, 12, 35, 28, 22, 30, 0], [0, 8, 1, 0], [0, 48, 17, 4, 3, 10, 0]], [[0, 23, 44, 32, 5, 0], [0, 33, 6, 0], [0, 43, 38, 2, 0]], [[0, 50, 14, 47, 0], [0, 29, 46, 0], [0, 21, 16, 0]]]","[2096.5127, 2026.4653, 2462.279]","[1622.2495, 1610.3503, 1839.7179]"
50.10.2,1551.8214,1924.0619,23.9873,False,True,0.154,120.583,121.433,0.0,0.0,0.0,"[[[0, 47, 4, 8, 7, 15, 46, 49, 20, 1, 0]], [[0, 22, 30, 26, 35, 40, 48, 0]], [[0, 25, 9, 43, 5, 37, 10, 45, 42, 50, 0]]]","[[[0, 28, 31, 19, 0], [0, 24, 33, 2, 0], [0, 16, 34, 6, 41, 0], [0, 17, 0]], [[0, 3, 18, 38, 0], [0, 39, 32, 0], [0, 29, 27, 11, 0]], [[0, 14, 0], [0, 44, 23, 13, 21, 0], [0, 36, 12, 0]]]","[1924.0619, 1734.7468, 1821.8216]","[1659.1264, 1569.8016, 1622.62]"
50.10.3,1512.4059,1991.2038,31.658,False,True,0.148,120.217,1101.3887,0.0477,0.0,0.0,"[[[0, 40, 2, 12, 4, 36, 31, 3, 44, 46, 22, 0]], [[0, 26, 7, 6, 35, 33, 23, 25, 37, 0]], [[0, 15, 29, 13, 41, 43, 19, 0]]]","[[[0, 17, 8, 0], [0, 21, 1, 24, 42, 0], [0, 10, 18, 39, 0]], [[0, 50, 9, 11, 45, 0], [0, 27, 48, 0], [0, 47, 20, 0]], [[0, 32, 49, 34, 28, 38, 0], [0, 30, 5, 16, 0], [0, 14, 0]]]","[1991.2038, 1895.9581, 1829.3271]","[1725.87, 1655.8539, 1685.2436]"
50.10.4,1455.8578,1818.7566,24.9268,False,True,0.175,120.053,775.6771,0.0871,0.0,0.0,"[[[0, 20, 24, 14, 36, 16, 34, 1, 39, 0]], [[0, 29, 45, 0]], [[0, 22, 15, 35, 12, 17, 40, 49, 42, 23, 44, 13, 0]]]","[[[0, 19, 9, 3, 28, 0], [0, 4, 33, 10, 46, 0], [0, 8, 7, 0]], [[0, 30, 32, 0], [0, 26, 50, 43, 18, 0], [0, 25, 37, 31, 0]], [[0, 11, 41, 5, 27, 0], [0, 47, 38, 21, 6, 0], [0, 48, 2, 0]]]","[1810.9625, 1443.8541, 1630.8796]","[1818.7566, 1680.5103, 1561.2793]"
50.20.1,4182.0911,4244.8967,1.5018,True,True,0.129,120.617,0.0,0.0,0.0,0.0,"[[[0, 19, 41, 40, 32, 14, 17, 6, 5, 37, 7, 22, 1, 45, 39, 0]], [[0, 29, 9, 23, 21, 11, 2, 33, 13, 44, 4, 38, 0]], [[0, 8, 42, 10, 43, 27, 35, 16, 28, 50, 36, 0]]]","[[[0, 15, 0], [0, 30, 0], [0, 46, 20, 0], [0, 24, 0], [0, 31, 47, 0], [0, 12, 3, 0]], [[0, 25, 34, 26, 0], [0, 18, 48, 0]], [[0, 49, 0]]]","[4215.6731, 4244.8967, 4205.378]","[3955.4219, 1122.1178, 699.7537]"
50.20.2,4239.882,4283.0492,1.0181,True,True,0.106,120.146,0.0,0.0,0.0,0.0,"[[[0, 44, 22, 41, 20, 13, 21, 35, 8, 9, 30, 15, 36, 33, 16, 2, 29, 48, 47, 0]], [[0, 10, 7, 19, 38, 24, 27, 5, 26, 45, 3, 0]], [[0, 40, 25, 42, 18, 37, 0]]]","[[[0, 23, 17, 0], [0, 11, 0], [0, 12, 31, 46, 0], [0, 1, 32, 0], [0, 14, 0], [0, 43, 50, 0]], [[0, 39, 34, 0], [0, 6, 0]], [[0, 4, 49, 0], [0, 28, 0]]]","[4268.3436, 4070.0934, 4283.0492]","[3757.4965, 2506.4298, 1101.3256]"
50.20.3,4711.8987,4864.364,3.2358,False,True,0.113,120.838,2437.9699,0.0,0.0,0.0,"[[[0, 41, 19, 2, 28, 14, 31, 22, 13, 18, 46, 0]], [[0, 21, 5, 20, 42, 44, 37, 11, 12, 43, 48, 30, 17, 36, 0]], [[0, 24, 7, 50, 4, 38, 1, 32, 40, 6, 8, 9, 34, 33, 0]]]","[[[0, 29, 23, 16, 0], [0, 25, 0], [0, 27, 0], [0, 15, 45, 35, 0]], [[0, 47, 39, 0], [0, 10, 0], [0, 3, 0]], [[0, 49, 0], [0, 26, 0]]]","[4864.364, 4638.4081, 4520.5778]","[2770.2174, 2143.5639, 1759.2662]"
50.20.4,4531.5986,5714.6836,26.1075,True,True,0.104,120.239,0.0,0.0,0.0,0.0,"[[[0, 33, 24, 28, 9, 10, 42, 2, 47, 20, 3, 32, 37, 29, 6, 44, 48, 15, 31, 22, 0]], [[0, 38, 41, 19, 14, 46, 26, 17, 49, 21, 34, 0]], [[0, 12, 5, 30, 40, 11, 18, 39, 27, 13, 35, 0]]]","[[[0, 50, 0], [0, 25, 16, 45, 0], [0, 36, 0], [0, 7, 23, 0], [0, 8, 0]], [[0, 1, 0], [0, 4, 0]], [[0, 43, 0]]]","[5714.6836, 5413.2086, 4467.8585]","[2673.2322, 1393.6031, 489.1239]"
50.30.1,8873.7838,8761.9779,-1.26,True,True,0.1,120.747,0.0,0.0,0.0,0.0,"[[[0, 19, 22, 2, 33, 8, 5, 39, 17, 34, 24, 12, 9, 28, 13, 41, 26, 0]], [[0, 29, 43, 21, 15, 45, 30, 38, 20, 1, 49, 16, 18, 40, 6, 0]], [[0, 48, 35, 50, 44, 47, 37, 3, 25, 4, 10, 46, 42, 32, 27, 36, 0]]]","[[[0, 23, 7, 0], [0, 11, 0]], [[0, 14, 0], [0, 31, 0]]]","[8674.9299, 8693.7838, 8761.9779]","[1790.727, 1298.942]"
50.30.2,8019.9612,8138.5627,1.4788,False,True,0.104,120.055,123.3024,0.0,0.0,0.0,"[[[0, 15, 40, 18, 24, 11, 4, 27, 33, 2, 43, 20, 9, 22, 48, 31, 0]], [[0, 36, 38, 10, 32, 45, 23, 47, 8, 17, 1, 19, 37, 12, 41, 0]], [[0, 16, 26, 49, 44, 14, 46, 5, 6, 28, 3, 21, 30, 35, 34, 7, 0]]]","[[[0, 25, 13, 0], [0, 50, 39, 0]], [[0, 29, 42, 0]]]","[8000.4303, 7857.2016, 8138.5627]","[2004.8012, 1398.1164]"
